x,y,r,g,b
7,25,187,103,116
177,8,198,179,201
21,11,204,166,157
43,31,213,199,199
188,7,235,225,226
50,37,190,181,184
219,22,248,225,241
141,39,213,201,205
16,31,204,175,205
89,39,197,185,189
37,38,172,163,166
232,25,191,167,163
61,1,181,176,170
20,21,230,182,196
286,38,150,141,144
103,27,238,225,235
277,27,228,179,172
157,13,230,194,222
28,8,182,146,150
82,5,221,204,212
138,27,225,169,182
130,2,224,204,213
231,3,202,194,192
11,20,197,208,194
291,8,98,78,80
281,33,184,175,178
19,7,187,176,174
35,4,188,170,166
218,36,222,201,196
46,5,198,189,194
195,19,236,120,141
186,17,255,114,127
119,31,245,229,239
254,32,211,202,205
81,0,192,169,175
210,10,205,213,192
3,17,157,74,100
256,37,183,174,177
103,28,241,228,235
298,32,175,160,165
232,11,237,221,222
115,16,201,164,155
212,28,220,227,209
119,36,227,215,219
217,13,239,231,228
224,38,203,188,183
64,21,238,236,224
145,34,235,224,228
209,1,204,184,196
256,23,236,87,116
26,13,228,196,181
266,25,240,174,176
278,28,228,190,189
124,38,215,203,207
10,39,143,134,137
99,2,209,197,201
85,40,189,177,181
97,20,206,191,210
263,29,239,185,211
27,18,222,168,156
215,21,220,240,228
212,18,166,184,160
25,1,156,147,150
39,36,186,177,180
38,8,196,176,177
249,16,134,105,110
168,8,243,227,238
217,38,202,192,193
54,0,172,161,165
251,29,229,213,214
181,35,230,218,222
5,16,207,112,144
227,12,246,227,229
6,18,228,164,181
185,1,198,196,201
115,11,212,160,139
70,7,202,216,190
69,19,233,237,223
156,2,222,210,212
244,10,224,213,209
50,32,215,206,209
156,19,209,155,191
206,14,226,152,167
156,16,211,152,198
254,8,216,197,199
167,15,152,209,236
242,37,194,185,188
171,6,233,225,222
219,11,239,227,231
35,6,201,182,178
235,35,210,200,199
126,36,227,215,219
190,8,234,230,231
215,20,222,243,228
181,6,245,218,225
3,1,136,127,128
112,34,233,221,225
188,32,240,228,232
9,33,174,165,168
170,24,148,184,198
147,28,233,234,238
287,33,177,168,171
78,25,204,149,181
34,13,234,206,205
149,31,240,230,238
25,35,181,172,175
141,7,244,182,197
196,21,165,95,103
54,17,229,229,203
170,14,141,182,204
8,27,176,102,117
259,20,214,183,180
182,6,245,220,226
7,38,148,139,142
189,36,227,215,219
170,10,246,227,247
237,7,219,207,207
112,0,183,195,211
280,33,185,176,179
56,5,202,194,191
248,33,210,201,204
60,17,211,208,201
112,28,242,220,222
286,6,174,163,167
168,30,252,217,247
79,37,208,199,202
3,23,150,80,88
117,32,240,228,232
215,17,220,242,221
113,9,242,213,209
273,24,240,195,154
82,2,204,189,192
157,32,202,172,182
111,20,239,224,243
85,39,196,184,188
137,11,245,123,146
3,15,140,79,86
202,3,220,203,209
189,34,233,221,225
10,13,184,191,175
280,7,184,175,176
28,24,238,188,181
139,22,241,153,167
112,37,221,209,213
112,40,200,188,192
1,29,200,169,175
182,11,238,225,219
61,35,208,199,202
71,25,169,183,158
91,14,204,141,172
271,8,207,186,191
207,8,225,221,218
291,26,165,139,138
221,33,229,192,173
161,31,223,204,223
217,9,233,223,222
65,30,230,219,215
183,10,245,239,227
29,37,173,164,167
278,20,222,166,143
278,22,212,152,128
166,4,220,221,215
222,7,229,214,221
272,4,172,166,170
272,29,199,209,200
230,38,197,187,185
3,6,170,148,150
286,27,164,164,154
98,39,201,189,193
159,17,246,219,255
220,31,222,167,146
250,28,233,217,218
150,17,243,173,184
271,6,193,180,190
120,5,230,218,220
160,22,237,224,255
256,34,199,190,193
212,11,171,178,160
65,20,239,227,229
183,19,255,205,202
54,33,214,205,208
219,19,247,228,232
28,14,225,197,196
196,24,235,127,151
148,37,222,210,214
167,14,137,187,214
93,15,255,203,231
101,28,244,231,238
29,8,192,152,161
38,2,179,165,164
75,11,247,210,227
203,30,250,221,225
107,29,247,235,237
136,18,255,176,175
135,27,253,212,216
1,25,226,164,169
184,18,255,160,158
64,39,185,176,179
127,5,243,215,203
10,23,228,184,183
86,15,224,206,222
35,17,226,198,194
149,27,228,236,239
211,21,178,190,166
29,40,151,142,145
226,24,238,225,232
41,23,240,226,225
141,4,237,215,218
232,18,225,209,210
285,8,174,175,169
4,6,174,145,149
7,12,240,168,179
242,28,222,206,207
287,28,191,182,173
239,5,208,198,197
166,17,226,229,236
30,25,221,167,157
256,22,235,95,122
124,16,254,217,208
291,37,154,142,146
12,10,157,94,103
53,36,199,190,193
125,36,227,215,219
286,20,180,199,179
128,2,219,206,213
210,21,218,217,196
36,38,171,162,165
221,23,247,225,246
155,1,220,195,201
124,4,222,216,220
248,39,173,164,167
198,8,242,230,230
269,24,202,171,142
184,16,225,125,123
46,1,170,165,169
14,37,160,151,154
13,32,185,176,179
298,25,198,186,188
166,30,241,232,255
60,1,180,175,169
187,38,213,201,205
160,10,255,224,229
129,28,255,222,220
226,18,244,229,232
253,3,187,178,181
211,35,224,215,218
215,15,230,232,219
162,29,156,186,194
253,1,171,162,167
139,13,249,140,163
263,27,247,157,185
97,31,239,228,226
61,38,187,178,181
129,2,221,206,213
54,10,192,179,173
214,24,207,228,211
130,40,202,190,194
194,40,197,185,189
155,36,234,211,219
208,1,204,184,196
178,29,250,227,233
297,2,141,133,131
240,6,205,204,202
92,9,225,182,202
215,39,194,189,195
259,13,196,105,110
50,12,227,201,202
262,11,234,191,198
34,12,229,201,200
214,17,201,229,204
130,6,233,218,211
175,21,233,200,245
273,12,221,172,158
261,31,177,209,208
222,30,229,194,166
92,1,205,190,193
26,15,220,188,173
211,1,203,183,194
267,10,218,197,196
119,10,232,194,183
42,10,211,192,196
55,9,198,189,182
16,7,186,175,179
14,3,149,154,148
47,28,220,195,201
167,33,240,228,232
50,1,172,161,169
47,9,215,202,209
198,24,213,96,123
172,34,237,225,229
152,20,255,212,232
103,32,238,226,230
194,34,231,219,223
91,37,214,202,206
255,26,218,199,201
213,28,228,233,213
201,40,196,184,188
78,17,210,116,176
114,32,240,228,232
184,10,243,235,222
204,13,207,136,150
112,5,227,224,233
22,33,189,180,183
169,14,137,183,207
264,13,203,163,163
2,20,177,135,139
122,26,208,177,172
213,11,192,196,181
247,5,199,193,193
204,26,191,87,112
202,32,238,226,230
63,1,183,178,172
67,7,172,195,167
37,36,185,176,179
140,25,248,207,213
84,26,230,236,232
149,3,218,215,210
55,2,185,176,177
226,34,234,199,193
104,3,216,204,206
153,38,221,204,210
283,3,164,153,157
26,30,220,190,192
128,4,219,215,212
28,2,167,157,156
121,19,218,178,166
218,27,255,218,219
6,38,148,139,142
217,30,239,187,174
8,17,198,197,195
36,4,187,172,169
283,27,181,192,175
137,25,218,135,151
249,28,224,208,209
132,3,222,210,212
136,2,209,214,210
3,14,146,81,89
222,21,242,228,245
79,26,198,150,176
19,22,245,188,207
180,27,239,205,221
206,17,227,90,118
43,18,187,160,165
22,3,169,159,160
83,7,226,216,224
39,35,190,181,184
184,26,225,171,171
52,18,222,208,197
92,18,226,169,202
209,3,217,200,208
57,34,210,201,204
273,11,230,187,178
14,15,208,162,164
172,13,213,225,237
29,0,147,143,140
226,14,245,226,228
230,33,232,203,199
228,22,239,228,234
142,21,255,216,217
212,9,182,184,171
69,26,164,180,153
272,18,206,172,137
137,32,238,226,230
49,25,209,193,204
182,21,255,219,222
242,7,209,208,204
196,1,199,193,197
256,11,202,111,120
24,39,157,148,151
77,1,187,185,188
251,30,228,212,213
91,31,255,216,217
27,14,227,198,190
41,13,178,157,162
2,25,196,126,134
84,2,194,196,193
207,30,217,227,218
285,1,143,134,135
27,37,171,162,165
281,12,186,196,162
0,34,161,152,155
193,19,255,208,209
181,32,240,228,232
171,17,144,198,200
162,32,204,192,196
101,20,191,176,195
134,3,219,213,213
277,0,148,139,140
99,11,232,219,229
124,9,241,225,228
43,16,189,162,167
290,32,125,110,115
253,32,211,202,205
169,15,147,201,227
40,13,181,159,162
154,14,236,157,189
172,23,144,186,198
262,12,242,193,197
276,23,242,171,143
283,10,157,169,147
256,19,227,100,130
137,7,255,195,205
199,38,211,199,203
121,39,211,199,203
285,13,107,155,105
29,27,223,158,152
186,18,242,94,106
69,1,196,172,185
254,39,169,160,163
131,38,215,203,207
158,28,255,211,243
73,38,196,187,190
245,16,237,208,213
99,36,222,210,214
79,11,221,146,202
48,27,206,202,199
254,15,193,137,146
172,20,150,186,202
169,18,238,231,247
89,32,235,223,227
125,13,249,219,217
270,20,223,181,143
91,3,218,192,201
165,26,140,198,210
206,40,192,180,184
22,27,199,179,154
186,24,255,173,177
84,7,222,220,225
262,25,238,153,172
98,23,190,175,198
102,18,232,218,233
184,34,233,221,225
230,28,248,219,213
63,21,218,243,214
111,3,220,208,212
144,11,255,201,204
121,23,220,178,166
115,34,233,221,225
24,27,209,153,136
4,19,153,74,95
261,33,201,192,195
0,9,188,156,157
75,24,249,219,231
179,35,230,218,222
197,8,243,235,233
161,11,253,224,229
144,19,235,142,150
259,17,213,173,181
259,11,233,160,169
193,9,217,233,222
174,13,233,234,238
3,0,127,117,118
258,31,200,215,212
222,9,237,220,228
222,0,184,174,175
108,31,241,230,228
250,30,229,213,214
248,12,238,208,208
225,35,233,200,195
175,12,241,222,226
29,12,231,200,206
202,27,200,134,148
217,3,212,200,204
61,37,196,187,190
287,7,175,169,169
253,33,207,198,201
274,6,186,177,180
265,11,215,189,190
264,40,156,147,150
152,31,255,210,239
202,1,193,193,195
275,31,206,193,202
44,39,169,160,163
50,15,211,183,182
11,21,210,204,192
279,36,172,163,166
204,12,233,184,190
162,17,140,189,196
68,13,232,235,216
149,35,235,220,225
229,2,196,188,186
16,8,186,169,175
157,16,239,193,239
171,25,137,195,197
33,40,154,145,148
92,29,255,219,223
185,9,235,231,220
9,22,220,193,186
151,35,236,219,225
171,35,233,221,225
276,31,209,186,196
123,40,202,190,194
44,0,162,156,158
65,25,191,212,173
77,35,217,208,211
75,38,197,188,191
215,0,192,175,183
286,22,181,195,180
24,3,170,158,160
269,10,226,198,194
210,36,213,208,214
101,33,235,223,227
182,5,243,216,223
98,33,235,223,227
212,26,172,187,166
51,15,190,164,163
169,39,211,199,203
9,31,199,176,184
263,10,208,179,184
204,19,195,86,105
259,27,165,136,138
214,7,225,217,214
66,2,197,181,182
16,35,172,163,166
126,24,246,206,196
72,30,236,227,230
253,23,247,225,228
190,34,233,221,225
293,24,96,75,74
152,27,255,223,242
96,18,235,221,236
66,17,255,220,250
45,26,187,164,170
285,24,141,155,140
122,35,233,221,225
232,37,201,191,189
94,33,234,222,226
60,6,209,211,198
289,31,152,122,122
183,4,230,207,215
78,14,207,126,195
251,13,145,103,107
76,19,252,188,223
23,39,153,144,147
212,8,190,187,178
107,23,215,200,223
169,40,202,190,194
113,22,250,208,194
296,18,206,190,191
238,4,203,195,193
152,15,255,184,215
65,12,231,228,221
258,22,194,121,128
187,22,236,105,113
65,2,196,180,180
114,29,245,226,230
285,11,134,164,130
249,15,124,82,86
224,26,248,227,224
58,19,159,171,147
280,3,166,157,160
238,0,173,168,165
113,32,240,228,232
185,26,245,187,186
245,14,238,210,209
64,10,193,206,189
218,4,216,204,208
258,13,156,53,57
192,32,238,226,230
183,39,207,195,199
127,18,216,178,167
159,15,222,225,242
282,34,178,169,172
157,33,225,195,205
235,37,195,191,188
29,21,209,220,212
272,16,228,199,169
234,7,222,210,210
113,3,209,209,219
130,1,221,195,206
58,12,174,178,161
230,23,223,207,208
281,8,187,182,178
165,17,188,222,223
73,3,199,188,192
122,29,246,227,231
125,37,221,209,213
181,0,184,195,191
51,38,181,172,175
112,35,230,218,222
220,18,248,228,229
183,15,199,137,138
218,37,212,197,194
100,30,240,228,228
80,2,213,183,191
130,4,221,216,213
78,1,186,186,188
92,13,227,171,200
288,3,153,148,145
14,6,199,156,165
224,19,240,229,235
25,0,145,139,143
51,14,193,167,166
121,12,242,217,220
16,23,163,89,116
144,14,247,236,214
123,6,230,224,234
176,0,181,197,184
171,15,145,188,204
219,14,241,229,233
208,29,240,221,214
136,1,204,206,205
40,38,174,165,168
291,24,164,138,137
251,22,241,216,220
121,37,221,209,213
153,14,255,177,210
80,25,219,208,206
40,8,173,154,156
163,17,124,188,187
15,37,161,152,155
102,22,217,202,225
188,28,255,228,230
160,20,232,216,255
263,25,228,120,144
193,33,235,223,227
55,35,205,196,199
243,12,236,218,214
152,14,255,182,213
30,10,200,162,175
299,27,190,181,184
238,27,212,191,190
73,17,243,225,223
127,13,226,186,176
170,36,227,215,219
115,29,245,226,230
49,6,213,194,200
5,24,176,92,105
110,39,205,193,197
264,25,219,105,130
52,4,199,187,191
255,20,220,193,198
87,22,255,214,241
258,14,152,43,46
129,6,234,217,210
264,0,155,145,133
73,11,222,212,202
105,2,210,198,198
117,34,233,221,225
291,17,165,139,138
47,31,228,203,209
97,32,238,226,230
240,31,216,202,202
250,19,223,196,201
199,6,238,215,221
270,15,206,154,132
160,31,245,205,229
172,37,221,209,213
102,19,214,200,217
291,16,164,138,137
248,0,169,156,163
83,36,216,204,208
251,8,217,203,203
23,26,183,143,118
284,25,141,156,137
176,29,243,228,233
235,9,236,222,222
164,14,146,179,196
185,16,250,119,125
130,13,221,160,142
55,6,204,194,192
59,6,211,211,201
121,20,216,174,162
59,28,237,232,229
28,21,215,214,209
284,19,141,166,137
183,28,239,211,210
121,7,237,226,232
8,21,219,196,190
276,19,234,168,144
258,11,185,104,111
38,19,239,220,216
285,10,146,166,141
8,9,141,78,89
12,25,173,93,104
290,34,169,154,159
150,22,244,229,234
136,19,255,173,176
256,27,255,161,191
236,37,193,192,188
288,29,210,180,180
97,17,232,218,231
181,12,236,214,217
107,31,239,228,226
268,5,186,176,184
144,5,250,219,217
56,23,223,234,218
297,28,192,177,180
167,1,212,196,197
226,15,246,226,228
233,5,212,202,201
44,33,207,198,201
182,29,247,218,220
88,9,242,209,226
16,12,138,84,107
65,1,194,172,175
81,20,250,207,235
135,0,202,190,194
87,28,244,229,232
232,10,234,218,219
209,7,225,222,215
296,6,166,156,155
106,34,231,219,223
59,40,174,165,168
125,14,246,216,214
3,33,171,162,165
116,24,204,164,154
163,40,204,192,196
29,36,179,170,173
64,6,187,206,184
190,14,233,144,176
218,33,227,195,180
184,30,235,232,225
181,11,237,225,225
155,4,223,221,222
160,25,213,222,251
195,6,233,218,221
277,28,231,189,190
104,25,243,228,247
123,2,205,207,219
218,2,204,192,196
212,7,224,219,215
125,27,236,208,207
22,17,197,155,131
15,2,139,156,148
162,14,171,190,196
1,37,148,139,142
226,39,192,181,179
280,0,143,134,135
290,7,154,138,139
157,31,199,136,181
177,26,195,165,201
125,6,240,222,220
224,30,232,187,166
38,20,241,223,219
165,5,225,224,219
101,34,230,218,222
64,31,237,223,222
10,17,180,218,203
213,5,218,208,209
3,24,149,76,85
58,31,233,206,223
182,15,214,157,164
229,21,241,229,233
102,33,235,223,227
104,32,238,226,230
243,28,221,205,206
80,14,223,188,210
88,10,242,204,225
56,6,210,203,197
4,12,167,68,88
56,1,184,176,174
32,38,169,160,163
274,28,204,186,176
296,1,135,127,125
294,18,143,123,124
4,22,150,77,86
296,4,152,144,142
243,3,195,184,188
220,29,255,207,193
133,31,225,237,225
67,19,238,228,229
162,39,214,202,206
180,29,253,221,226
4,7,182,132,141
154,2,225,206,210
64,30,231,220,214
230,37,209,195,192
47,37,187,178,181
5,11,191,83,107
0,8,173,147,146
181,5,243,216,225
224,25,246,230,233
217,34,236,209,198
271,11,219,182,173
146,18,215,123,126
91,38,205,193,197
199,33,235,223,227
210,39,194,194,204
278,7,190,180,181
278,36,172,163,166
253,31,220,206,206
129,32,240,228,232
215,14,234,236,223
253,27,238,219,221
117,1,215,195,186
127,2,228,201,190
106,30,237,225,225
32,34,192,183,186
70,14,228,232,209
220,16,249,228,223
175,24,239,216,244
14,35,169,160,163
279,25,216,174,158
189,21,246,137,143
174,1,206,195,201
37,40,157,148,151
250,2,183,172,178
44,11,225,208,214
43,30,221,207,207
287,0,135,126,127
78,38,199,190,193
35,24,224,204,197
111,17,240,226,239
71,14,222,224,203
187,16,255,158,174
138,26,209,143,157
73,19,243,228,223
132,22,219,175,166
221,2,202,190,192
138,20,216,108,123
178,2,213,209,206
159,19,246,221,251
133,40,202,190,194
167,36,224,212,216
200,26,187,77,104
126,16,227,190,181
236,20,195,171,167
219,13,241,229,233
52,11,189,169,168
87,16,236,148,199
60,3,191,188,181
14,27,209,152,161
57,23,203,218,197
188,35,230,218,222
181,28,246,211,218
187,7,236,224,224
209,13,223,239,210
171,33,239,227,231
294,17,141,121,122
230,9,231,217,217
206,8,228,223,220
173,22,175,191,216
77,29,245,222,228
186,35,230,218,222
25,11,203,170,155
278,11,212,195,177
284,27,166,174,159
118,10,220,173,155
6,37,154,145,148
19,15,230,167,178
218,20,244,229,234
32,16,196,161,159
287,17,189,207,183
49,28,215,216,208
143,37,222,210,214
243,9,217,212,208
108,15,227,214,224
238,37,190,190,188
255,21,219,194,198
191,27,224,167,176
238,13,189,170,172
247,12,220,192,191
35,23,236,213,207
272,21,241,194,150
261,26,213,163,172
169,32,240,228,232
109,11,248,236,240
2,28,207,164,173
140,2,215,207,205
172,18,139,189,198
268,36,179,170,173
177,2,213,210,205
278,18,243,192,173
185,11,248,230,218
213,9,197,197,187
133,19,249,206,190
276,1,154,145,146
185,40,198,186,190
202,34,230,218,222
127,9,247,211,199
254,0,163,154,159
90,40,191,179,183
124,19,246,206,194
126,6,247,220,213
244,34,209,200,203
70,17,234,231,222
92,40,192,180,184
130,11,213,145,136
95,39,201,189,193
203,18,221,133,145
254,5,196,187,188
286,25,156,164,151
19,30,192,187,194
173,21,171,185,212
61,6,206,208,195
239,27,217,196,195
118,36,227,215,219
269,14,218,171,153
218,26,255,221,229
195,16,246,177,180
107,22,200,185,208
150,1,220,195,198
58,7,212,209,200
299,2,140,132,130
155,0,212,181,189
133,13,234,212,188
80,40,186,174,178
238,15,214,194,196
150,40,204,192,196
281,3,166,155,159
98,21,183,168,189
245,34,208,199,202
112,15,255,226,215
76,33,225,216,219
67,26,163,182,150
138,25,203,126,142
205,19,201,68,95
52,36,198,189,192
121,18,223,185,174
278,8,190,179,177
44,23,175,150,154
30,11,224,188,202
240,17,209,180,185
247,15,138,102,104
102,37,216,204,208
172,24,159,208,213
10,21,204,205,191
11,40,136,127,130
110,23,210,195,218
262,17,253,172,191
115,22,210,168,154
201,30,250,218,223
239,36,197,196,194
81,21,245,214,232
269,11,234,201,192
